Sl.No.,Poem,Source,Primary
 স্বচে দেখলাম বস্তির আলী জান,
 ‘আংরেজ চলা যাও’ বলে ভাই দিল প্রাণ।
 
 এমন বিরাট খেলা শেষ হল চটপট
 বড়দের বোকামিতে আজো প্রাণ ছটফট;
 এইবারে আমি ভাই হেরে গেছি খেলাতে,
 ফিরে গেছি দাদাদের বকুনির ঠেলাতে;
 পরের বারেতে ভাই শুনব না কারো মানা,
 দেবই, দেবই আমি নিজের জীবনখানা ।",Bengali,Melancholy
3803,"এক যে ছিল
 
 সুকান্ত ভট্টাচার্য
 
 
 এক যে ছিল আপনভোলা কিশোর,
 ইস্কুল তার ভাল লাগত না,
 সহ্য হত না পড়াশুনার ঝামেলা
 আমাদের চলতি লেখাপড়া সে শিখল না কোনোকালেই,
 অথচ সে ছাড়িয়ে গেল সারা দেশের সবটুকু পাণ্ডিত্যকে।
 কেমন ক’রে? সে প্রশ্ন আমাকে ক’রো না।।
 
 বড়মানুষীর মধ্যে গরীবের মতো মানুষ,
 তাই বড় হয়ে সে বড় মানুষ না হয়ে
 মানুষ হিসেব হল অনেক বড়।
 কেমন ক’রে? সে প্রশ্ন আমাকে ক’রো না।।
 
 গানসাধার বাঁধা আইন সে মানে নি,
 অথচ স্বর্গের বাগান থেকে সে চুরি করে আনল
 তোমার আমার গান।
 কবি সে, ছবি আঁকার অভ্যাস ছিল না ছোট বয়সে,
 অথচ শিল্পী ব’লে সে-ই পেল শ্রেষ্ঠ শিল্পীদের সম্মান।
 কেমন ক’রে ? সে প্রশ্ন আমাকে ক’রো না।।
 
 মানুষ হল না বলে যে ছিল তার দিদির আক্ষেপের বিষয়,
 অনেক দিন, অনেক বিদ্রূপ যাকে করেছে আহত;
 সে-ই একদিন চমক লাগিয়ে করল দিগ্বিজয়।
 কেউ তাকে বলল, ‘বিশ্বকবি’, কেউ বা ‘কবিগুরু’
 উত্তর-দক্ষিণ-পূর্ব-পশ্চিম চারদিক করল প্রণাম।
 তাই পৃথিবী আজো অবাক হয়ে তাকিয়ে বলছেঃ
 কেমন ক’রে? সে প্রশ্ন আমাকে ক’রো না,
 এ প্রশ্নের জবাব তোমাদের মতো আমিও খুঁজি।।",Bengali,Longing
3804,"খাদ্য সমস্যার সমাধান
 
 সুকান্ত ভট্টাচার্য
 
 
 বন্ধুঃ
 ঘরে আমার চাল বাড়ন্ত
 তোমার কাছে তাই,
 এলাম ছুটে, আমায় কিছু
 চাল ধার দাও ভাই।
 
 
 মজুতদারঃ
 দাঁড়াও তবে, বাড়ির ভেতর
 একটু ঘুরে আসি,
 চালের সঙ্গে ফাউও পাবে
 ফুটবে মুখে হাসি।
 
 
 মজুদতারঃ
 এই নাও ভাই, চালকুমড়ো
 আমায় খাতির করো,
 চালও পেলে কুমড়ো পেলে
 লাভটা হল বড় ।।",Bengali,Longing
3805,"গোপন খবর
 
 সুকান্ত ভট্টাচার্য
 
 
 শোন একটা গোপন খবর দিচ্ছি আমি তোমায়,
 কলকাতাটা যখন খাবি খাচ্ছিল রোজ বোমায়,
 সেই সময়ে একটা বোমা গড়ের মাঠের ধারে,
 মাটির ভেতর সেঁধিয়ে গিয়ে ছিল এক্কেবারে,
 অনেক দিনের ঘটনা তাই ভুলে গেছ্‌ল লোকে,
 মাটির ভেতর ছিল তাইতো দেখে নি কেউ চোখে,
 অনেক বর্ষা কেটে গেল, গেল অনেক মাস,
 যুদ্ধ থামায় ফেলল লোকে স্বস্তির নিঃশ্বাস,
 হাঠাৎ সেদিন একলা রাতে গড়ের মাঠের ধারে,
 বেড়িয়ে ফেরার সময় হঠাৎ চমকে উঠিঃ আরে!
 বৃষ্টি পেয়ে জন্মেছে এক লম্বা বোমার গাছ,
 তারই মাথায় দেখা যাচ্ছে চাঁদের আলোর নাচ,
 গাছের ডালে ঝুলছে কেবল বোমা-ই সারি সারি,
 তাই না দেখে ভড়কে গিয়ে ফিরে এলাম বাড়ি।
 পরের দিনই সকাল বেলা গেলাম ময়দানে,
 হায়রে!- গাছটা চুরি গেছে কোথায় কে তা জানে।
 গাছটা ছিল। গড়ের মাঠে খুঁজতে আজো ঘুরি,
 প্রমাণ আছে অনেক, কেবল গাছটা গেছে চুরি।।",Bengali,Longing
3806,"জ্ঞানী
 
 সুকান্ত ভট্টাচার্য
 
 
 বরেনবাবু মস্ত জ্ঞানী, মস্ত বড় পাঠক,
 পড়েন তিনি দিনরাত্তির গল্প এবং নাটক,
 কবিতা আর উপন্যাসের বেজায় তিনি ভক্ত,
 ডিটেক্‌টিভের কাহিনীতে গরম করেন রক্ত;
 জানেন তিনি দর্শন আর নানা রকম বিজ্ঞান
 জ্যোতিষশাস্ত্র জানেন তিনি, তাইতো আছে দিক্-জ্ঞান;
 ইতিহাস আর ভূগোলেতে বেজায় তিনি দক্ষ,-
 এসব কথা ভাবলেই তাঁর ফুলতে থাকে বক্ষ।
 সব সময়েই পড়েন তিনি, সকাল থেকে সন্ধ্যা,
 ছুটির দিনে পড়েন তিনি, পড়েন পূজোর বন্ধে।
 মাঝে মাঝে প্রকাশ করেন গূঢ় জ্ঞানের তত্ত্ব
 বিদ্যাখানা জাহির করেন বরেন্দ্রনাথ দত্তঃ
 হঠাৎ ঢুকে রান্না ঘরে বলেন, ওসব কী রে?
 ভাইঝি গীতা হেসে বলে, এসব কালো জিরে।
 বরেনবাবু রেগে বলেন, জিরে তো হয় সাদা,
 তিলও কালো, জিরেও কালো? পেয়েছিস কি গাধা?
 রান্না করার সময় কেবল পুড়িয়ে হাজার লঙ্কা,
 হনুমতী হয়েছিস তুই, হচ্ছে আমার শঙ্কা।
 হঠাৎ ছোট্ট খোকাটাকে কাঁদতে দেখে, দত্ত
